size,cpu_bw,mem,requests_per_second,completed_requests,failed_requests,html_transfer_byte,mean_time_per_request,total_transfer_byte,transfer_rate_kbyte_per_second,rx_bytes,rx_packets,tx_bytes,tx_packets,vnf
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343627451.0,446818.0,29229282.0,442821.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7097685489.0,431841.0,28334690.0,429263.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243020687.0,439608.0,28689412.0,434622.0,nginx
1,0.1,256,0.38,23.0,0.0,7322937478.0,2611.947,7322944264.0,119040.18,7352508080.0,447352.0,29297320.0,443850.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7258480699.0,439062.0,28620216.0,433480.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7302511719.0,442456.0,28944712.0,438484.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7207019225.0,438581.0,28728768.0,435228.0,nginx
1,0.1,256,0.38,23.0,0.0,7322937478.0,2613.474,7322944264.0,118970.65,7352493228.0,447426.0,29265818.0,443377.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7352287639.0,446720.0,29153790.0,441675.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,13.0,406.0,5.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7326169289.0,444261.0,28994166.0,439259.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343648161.0,446777.0,29257738.0,443237.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7140356655.0,434864.0,28463886.0,431223.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7227687987.0,438226.0,28621938.0,433619.0,nginx
1,0.1,256,0.38,23.0,0.0,7322937478.0,2614.198,7322944264.0,118937.69,7352533300.0,447442.0,29242898.0,443019.0,nginx
1,0.1,256,0.38,23.0,0.0,7322937478.0,2617.091,7322944264.0,118806.19,7352526470.0,447589.0,29304366.0,443957.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7294980195.0,444286.0,29083958.0,440613.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172822271.0,436719.0,28627842.0,433666.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7322276377.0,445473.0,29144196.0,441526.0,nginx
1,0.1,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7487190342.0,455691.0,29827268.0,451874.0,nginx
0,0.1,512,1776.16,107194.0,0.0,0.0,0.563,32754681.0,530.01,40126257.0,111565.0,18940596.0,111442.0,nginx
0,0.1,512,1838.48,110477.0,0.0,0.0,0.544,33757871.0,548.61,41355969.0,114984.0,19520980.0,114858.0,nginx
0,0.1,512,1833.16,110111.0,0.0,0.0,0.546,33646007.0,547.02,41218935.0,114603.0,19456480.0,114480.0,nginx
0,0.1,512,1736.08,104165.0,0.0,0.0,0.576,31829127.0,518.05,38993241.0,108416.0,18405894.0,108299.0,nginx
0,0.1,512,1773.2,106978.0,0.0,0.0,0.564,32688673.0,529.13,40046325.0,111345.0,18902906.0,111222.0,nginx
0,0.1,512,1803.26,108655.0,0.0,0.0,0.555,33201131.0,538.1,40673883.0,113087.0,19199122.0,112965.0,nginx
0,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40175481.0,111704.0,18963662.0,111577.0,nginx
0,0.1,512,1795.55,108136.0,0.0,0.0,0.557,33042537.0,535.8,40479873.0,112551.0,19107192.0,112422.0,nginx
0,0.1,512,1805.28,108475.0,0.0,0.0,0.554,33146095.0,538.7,40606827.0,112905.0,19167464.0,112780.0,nginx
0,0.1,512,1819.89,109498.0,0.0,0.0,0.549,33458693.0,543.06,40989795.0,113970.0,19348186.0,113843.0,nginx
0,0.1,512,1788.23,107349.0,0.0,0.0,0.559,32802067.0,533.61,40185021.0,111728.0,18968672.0,111612.0,nginx
0,0.1,512,1861.21,112029.0,0.0,0.0,0.537,34232079.0,555.39,41936565.0,116594.0,19795446.0,116475.0,nginx
0,0.1,512,1817.94,109444.0,0.0,0.0,0.55,33442213.0,542.48,40969413.0,113911.0,19338782.0,113789.0,nginx
0,0.1,512,1824.02,109441.0,0.0,0.0,0.548,33441295.0,544.29,40967967.0,113903.0,19337996.0,113782.0,nginx
0,0.1,512,1794.25,107655.0,0.0,0.0,0.557,32895571.0,535.41,40299405.0,112044.0,19022336.0,111924.0,nginx
0,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40512267.0,112639.0,19122710.0,112513.0,nginx
0,0.1,512,1792.38,107724.0,0.0,0.0,0.558,32916641.0,534.85,40325499.0,112120.0,19034482.0,111995.0,nginx
0,0.1,512,1804.25,108255.0,0.0,0.0,0.554,33078907.0,538.39,40524237.0,112672.0,19128236.0,112546.0,nginx
0,0.1,512,1776.88,106768.0,0.0,0.0,0.563,32624501.0,530.23,39967815.0,111128.0,18865822.0,111005.0,nginx
0,0.1,512,1819.88,109330.0,0.0,0.0,0.549,33407373.0,543.06,40926711.0,113792.0,19318278.0,113665.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7324494569.0,445709.0,29164746.0,441841.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7169407373.0,435975.0,28538364.0,432352.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2611.469,7322944264.0,119061.99,7352512010.0,447253.0,29257518.0,443243.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7241174985.0,438725.0,28634780.0,433776.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7389348648.0,448044.0,29255378.0,443137.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7330758045.0,444771.0,29106236.0,440842.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7273442535.0,442904.0,28976502.0,438979.0,nginx
1,0.1,512,0.38,23.0,0.0,7322937478.0,2621.514,7322944264.0,118605.74,7330406235.0,445682.0,29123610.0,441219.0,nginx
1,0.1,512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7487955906.0,455929.0,29891678.0,452853.0,nginx
